source,Assigned Topic,,source,content,Assigned Topic
dailykos,Election,4633,dailykos,"US supreme court overturns New York handgun law in bitter blow to gun-control push [Link goes to the Guardian]

I am a gun owner, I have hunted all my life. I have never considered carrying a gun when I am not hunting.

I used to have some ingrained trust in the decisions of SCOTUS, by that I mean I had some vague hope that SCOTUS mights be able to protect Americans from their worst excesses. It’s what I was taught in school from the get go.

What I have come to realize is that SCOTUS has become the most corrupted and powerful branch of the constitutionally defined Government. Its justices are selected upon political, theological and ideological grounds only.

What this means to me:
• My vote actually has less worth than mud.
• Women's’ rights to control our own bodies is null a void.
• Everyone on the street can be seen as an imminent threat to my life, great, it will do my anxiety no favours. Every god-damned rapist could have a gun rather than “just” a knife and muscles, fighting back i.e. resisting will no longer be an “option” but an extreme risk.

I was in Boston a few weeks ago, arranging with my sisters our departed father's affairs, it was the first opportunity we had to be all together. We might have to meet in Canada in the future, US border control can go to hell.

I am considering renouncing my US citizenship, as the only “benefit” it now brings is having to pay for the added costs of lodging my personal expat tax forms. I’ll lose the right to vote in VT, big deal./s

Correct policing becomes an impossible hope, move, and you could be going for a gun.

America is alone in this carnage.

Corruption is the enemy of Democracy.

It doesn’t take a Nobel Laureate to work out why.",Election
dailykos,Election,4578,dailykos,"It is illogical that anyone could feel that saving the Filibuster is more important than saving our right to vote, our democracy & the constitution. That is why I have a couple questions for you both. First: You do know that Majority leader, McConnell stole the SCOTUS seat from President Obama & Democrats in 2016, after which he ditched the Filibuster in 2017 so Republicans could approve Neal Gorsich for SCOTUS with only 51 votes, don’t you and that isn’t all. Ultimately as luck would have it the Republicans gained three SCOTUS seats in four years.

If you know all this stuff already, then why is it okay for Republicans to modify the Filibuster but not your own party, the Democrats? They are your party, aren’t they? It seems you are favoring the opposition party, Republicans over your own party.

For starters in today’s divided country and parties it is next to impossible to get 60 votes to overcome the Filibuster since no one party has had sixty senators since 1980 — 42 years.

Should you get your way, and many Democrats lose the right to vote or Republicans over-ride the vote which makes it impossible for Democrats to compete, it will be your fault and realistically since the Republicans control the elections why would they bother with the Filibuster at all anymore. The answer is they wouldn’t. They’d just deep six the Filibuster and who’s going to stop them? Thanks to you two, Democrats would have no weapons to fight them off anymore.

So, you see, instead of saving the filibuster you are hastening its demise.",Election
dailykos,Election,4718,dailykos,"Democrats are happy that they only lost a little this month. Democrats lost the House, and might gain 1 seat in the Senate. Democrats had some important wins in this election, there’s no doubt about it.

However, looking at the GOP as a fascist political party waging an aggressive and violent war against our democracy, one would think Democrats would mop the floor with these fascists.

Sure Oz lost in PA, but he did better than he should have. Walker in Georgia legit does not have a fully functioning brain for whatever reasons, and the preacher at MLK’s church — Warnock — has to go to a runoff to beat Walker.

Democrats don’t take it to the Republicans with any force. In every instance, Democrat leaders take a weak position.

Biden had the courage to say that some Republicans might be “semi-fascist.”

Pelosi took every opportunity to delay going after Trump. After we gave Dems the House in 2018. Pelosi refused to begin impeachment hearings for 8 months. She absolutely punted on the Mueller report — she didn’t care.

Pelosi spent 10 months asking the traitors if they wanted subpoena power to investigate their own January 6 crimes. That was critical time wasted. The committee might crap out a report before the GOP takes back the House in January and kills off the entire thing.

The GOP will waste no time using their power controlling the House by a slim majority. There will be many investigations, most likely targeting Trump’s greatest foe — the Department of Justice. I doubt Garland lasts through next summer as AG.

Rather than fighting fiercely for us and our democracy, Democratic leadership is happy to go along with all of it. They might pay lip service to ending the filibuster, but they know they have no intention of doing anything. They might pay lip service to passing voting rights, but they know the GOP will filibuster the bill, which they did.

The GOP hasn’t won the popular vote for the presidency since 1988, but how many times has anyone heard a Democratic leader speak with any seriousness about the electoral college. Is it really that hard to convince states controlled by Democrats to agree that their electoral votes will go to whoever wins their state’s popular vote — period.

We need new leadership now, and we need to force that change to happen.

I’m a precinct chair in the Democratic party. I got the role because no one else was doing it. As a precinct chair, we can influence state democratic parties. This is how evangelicals took over the GOP. We need to do the same. It will be easier than trying to create a new political party. Figure out how to become a precinct chair in your district. It really is easy, and you can do as much, or as little as you want in the role.",Election
dailykos,Election,4720,dailykos,"[Please participate in poll below to share how and if this premise could play out]

Isn’t it time that outgoing Speaker of the House Nancy Pelosi extracts the appropriate pound of flesh from every House member who participated directly in the Jan. 6th attempted coup? They violated their oaths of office, voted against certifying the election using what each knew was a purely fabricated political excuse.

Some led tours of the Capitol. Some helped recruit or prepare fake electors. Some stood on the House floor and spread volatile lies they knew to be untrue with incitement as a goal. Even possible future Speaker McCarthy has blood on his hands in this.

These actions are all reason enough to be expelled from office. Let’s urge Speaker Pelosi to HOLD EXPULSION VOTES BEFORE THE END OF THE YEAR. And once expelled, they can never again be sworn in, because the 14th Amendment says they lose the right to serve in any public office again.

When the new Congress convenes on Jan. 3, those seats will remain empty. They can only be filled again once special elections in each state are held. Some may flip to Democrats as the revulsion of the GOP brand grows. But either way, there will be by default a Democratic Speaker until enough new Republicans are seated to establish a different plurality.

For each vote, ask Republicans to take the stand to defend their actions and bring evidence of why they shouldn’t be expelled. If they choose to stay silent, they are not fighting expulsion. If they do testify under oath, Contempt of Congress charges lie ahead if they cite The Big Lie, knowing that there was never any evidence supplied in any of the 60 cases the Trump legal team filed to block certification of election results in states. They can’t “double-down” as is customary these days among right-wing zealots backed into a corner because they will perjure themselves.

Of course, the Republican leadership and Trump will cry foul in the loudest possible way. But they will be in “boy who cried wolf” mode, in that they always do that. Expulsions will be based on clear evidence, not political posturing. This may be a dangerous precedent, but it does follow the guidelines that the Constitution put in place for a reason.

Now imagine if this process is started in December. Only enough expulsions have to be completed by the end of the year to keep the House under Democratic control come January. The new Speaker, whomever he or she is, can continue the process for months if needed until every #SeditionCaucus member is gone. Meanwhile, as the majority party, Democrats will still retain control of all House committees, and perhaps the January 6th Committee can reconvene using existing members to further its investigation into Trump’s parade of travesties. Not only that, but they may choose to expand their roll into investigating all House members soon to face expulsion themselves.

This process could see the end of the threat of #RepubloFascism pushing aside democracy through sinister and cynical means. If either Senators Joe Manchin or Kyrsten Sinema see the writing on the wall and ditch the filibuster, the Freedom to Vote Act and the John Lewis Voting Rights Advancement Act could both be passed into law.

These laws would take away the chief weapons that Republicans use to tilt elections in their favor such as partisan gerrymandering and restrictions on mail-in and early voting that have racist roots. Also, being resubmitted in the new Congress, both of these laws could be rewritten to eliminate the newest iterations of GOP election meddling, such as yanking precincts to create huge lines for those precincts that remain in African American neighborhoods.

Also, all public office campaigns would be publicly not privately funded. Therefore the horrendous results of the Citizens United Supreme Court decision could be bypassed.

Of course without the filibuster, progressive legislation could flourish such as enshrining a woman’s rights to her own body and equal treatment of the LGBTQ community under the law, including of course marriage. In fact, every threat to our social safety nets, such as Social Security and Medicare, could be vanquished. In time monopoly capitalism itself could be addressed.

In short, with the filibuster gone we stand ready with all the tools necessary to expand the American dream to its full greatness. We can finally see the potential of the pursuit of happiness cited in the Constitution when taken beyond easing the lives of white land owners. With the addition of women, all people of color, and every other marginalized community, we can finally achieve America’s best incarnation.

This is all possible if Speaker Pelosi is effectively encouraged to take this bold yet justified step. Please share this post here and elsewhere. The time is now for this monumental shift in political power, just in time to save our planet from the greed that could destroy the ability to support life as we know it a generation or two from now.

Please note: this post also appears on Tribel under the handle I use there, Todd Telford. From here on out, all my posts here will start there, because I’d like to be one of the folks looking to make Tribel a different kind of social media option where journalism can flourish beyond the 240 character limit.",Election
dailykos,Election,4706,dailykos,"There’s a reason why the Oracle at Delphi stayed in business for so long: making vague predictions is a lot safer than outright saying, “Why yes, King Croesus, when I say ‘a great empire will fall,’ I definitely am referring to your enemies!”

No matter how rational we think we are, we often just want a glimpse at the future, to divine What Will Be, and sneak a peek at our horoscopes for good measure. It’s just being human, I suppose, while we otherwise scoff at those who plan their lives around such stuff.

So, I have no explicit prediction about the 2022 midterm elections. But yet, for some undefined reason, I can’t shake the feeling that the ghost of the 2016 election is lurking about. The polls and our Media Glitterati were very, very confident about the outcome; outliers were just dismissed. Until the dust settled, of course.

Which party will lose more seats in 2022? It could be one or the other, declare I. That’s the closest I’ll get to prophecy.

But that boldly said, something is not sitting right about this “red wave” narrative. Even if I divorce (as best I can) my own personal wishes about the outcome, there is too much external overconfidence bordering on arrogance to give me pause. (And that has nothing to do with thinking voters are, ultimately, rational actors. They are not.) May not mean anything at all, really. Or it could mean something.

So, this little post might age badly. Or not.",Election
dailykos,Election,4669,dailykos,"Well, it’s football season, so we’ll go there metaphorically. Half time (the mid-terms) for the Biden Administration is nearly here. It’s time to look at the stats for team blue.

Now Regular Joe (as opposed to Broad Way Joe) has been at this game since 1970 when he was elected to the New Castle County Council. At age 29 he was elected to the United States Senate. One of the youngest ever elected to the most exclusive club on this planet. Served on the Senate Foreign Relations Committee for a dozen years; then the Judiciary Committee from 1987 till 1995. He ran to quarter back the Executive Branch twice… in 1987 and again in 1995. Failed both times. Then in 2007 he chose to run with one Barack Obama. As his backup. He was at this moment the fourth senior sitting senator. He gave that up to switch leagues from the legislative branch to the executive branch: if you please. As the back up! There is an old saw that goes something like this, “There once were two brothers: one became a missionary who went to deepest darkest Africa and the other became Vice President and neither were heard from again!” Not so here!

They ran: they won. Twice. The bromance began then, still exists and is stronger today. For eight years Joe served as the backup. The bomb, their major score, was the passage of The Affordable Care Act, aka Obama Care. It passed the senate 60-39. Just enough for passage. Thank you, darlin’ Arlen Specter, (D? Pa.) Never had a single bullet gone so far! Oh yeah, they saved the auto industry too. No trick play that.

And Joe stepped off the field. The personal pain and grief of losing a son to brain cancer was consuming...debilitating. After a season off the field, he decided to run again for quarter back of the Executive Branch. After a slow start in the primaries, he won going away, as they say. The ‘W’ in the Presidential Election was most respectable and gratifying.

At the start of the first half of our current game Regular Joe quarter backed using the bipartisan play book. The fans howled. Team red doesn’t play by those rules they said. And they were right. But using a play book and knowing the rules of the game are two very different things. Joe knows the rule book front to back. He called the 50 plus one rule for budget plays in the senate for his American Rescue Plan and Kamala ran it in. (First woman backup QB...a woman of color to boot... more points for the blue team) The 1.9 trillion $ bill was signed on 3/11/21. Major score!

Infrastructure Week. That was a punch line during the previous four-year game. Joe’s Infrastructure Investment & Jobs Bill passed the senate 69/30. Guess the red team likes bridges that aren’t ready to fall down or already have and roads that don’t rattle your fillings. And the fans grumbled that yeah that one was bipartisan. So what!

The next major score was the Chip and Science Act. Ain’t talking potato chips here fans. And, stunningly, this was passed in the senate 64-33. A bipartisan vote. Not the wonder of the age...just a contender. Signed into law 8/9/22...I believe.

Now for the IRA. No, not your retirement plan fan. The Inflation Reduction Act is what I’m talking’bout. Joe again called the 50 plus rule in the senate. And again, Kamala ran it in. Passed 51/50. In a hundred-member body. Check the rule book. Csonka got nothin’ on Kamala. The best part of this play, besides the passage of the bill, is the fact that the red team's senate middle linebacker aka Senate Minority leader Mitch Mcconnell, got blind-sided on the play. The old turtle found himself sitttin’ on a fence post with his legs waving in the air and he knows exactly who put him there. Just the look on his face….

So, half time is approaching, and team blue has run up the score pretty good. Joe gets ready for the second half with an inspirational speech to his team and fans in front of the building in Philly where the founders of this game wrote down the rules, aka The Constitution of the United Staes of America. Some in the stands complained about the red background. If you think that was an unforced error, you don’t know Joe. Isn’t red a sign of danger? The two Marines were a nice touch too A reminder, they protect The President of the United States. And their standing post added a just right aggressive touch, ordered by the Commander in Chief.

Joe told us about the new play book he would use in the second half. The bipartisan playbook put aside for the moment. Using it he got what he could from team red (a lot). When he could get nothing more, he changed the play book and... Mitch meets fence post. Divide and conquer the red team. Why yes, there are good people on the red team. Maybe most of the team. Bipartisan votes prove that. But some members of the red team are semi! A danger to the greatest game ever invented. Their fans are upset. Good. Emotional and upset people make mistakes. Make bad calls.

I don’t know how the second half will play out but we gonna find out. Well Regular Joe isn’t the goat but he will make the hall of fame next to such greats as the FDR/ Truman team. They played for 20 years and changed the world. LBJ comes to mind, if only for his domestic game. You look at Joe and what do you see? Nearing 80 there ain’t much left physically. Just bone, muscle and sinew. But, after a lifetime of studying and learning and playing the greatest game ever, this is his sublime moment!",Election
dailykos,Election,4676,dailykos,"Los Angeles County Sheriff's department has had a long history of abuse, corruption, obfuscation, and jail terms. Voters in 2018 got a Spanish speaking, moderate Democrat who promised change and accountability, at least until elected.

Once Alex Villanueva became sheriff, things changed. Villanueva oversaw a department with continued abuse in the jails, brutalization of civilian population (a bicyclist was shot and killed over a traffic stop), favoritism in the ranks, tattooed gangs formed within the department, ignoring subpoenas from the oversight committee, and lying, lying, lying.

Then there were the monitary payouts, the latest being for his officers taking grotesque Kobe Bryant death photos and sharing at a bar, then the sheriff lied about his knowledge of the incident.

In the June primary, Villanueva, as incumbent sheriff won only 30% of the vote. Second place of the competitors went to Robert Luna, retired Long Beach police chief who got 25% of the vote. They will meet on the Nov 8th ballot. Currently polling has Luna in the lead, but 40% undecided. Villanueva continues to try to scare people with the standard Republican lies on crime.

So what does an embattled incumbent sheriff do? Lie, play games and attack their enemies.

On Wednesday morning, the LA sheriff served search warrants on Shiela Kuehl, LA County supervisor, her friend Patti Higgans, member of the Sheriff Civilian Oversight Commission, their offices, and the offices of the Metropolitan Transportation Authority (MTA), alleging political corruption.

The MTA went to court immediately, as the sheriff had tried to get a warrant for the MTA earlier, and the judge told the sheriff's department that any records seized would have to be reviewed by a special Master. It seems the sheriff then went judge shopping to one who allegedly may have a conflict of interest.

But the corruption just doesn't stop. On Friday, the Los Angeles Times printed an investigative piece that there appears to be a correlation of processing of gun carry permits and donations to the Villanueva campaign. A concealed carry permit has been virtually impossible to obtain in populated areas of California until the recent SCOTUS mistake.

Also on Friday, the LA Times published an article summarizing Villanueva's lies, and suggested when compared with TFG, TFG looks like George Washington and the cherry tree. Perhaps a little hyperbole?

On November 8, Los Angeles County cannot make the mistake of reelecting Villanueva. The choice is clear, vote for Robert Luna. LA cannot have a sheriff who is TFG, Joe Arpaio and Viktor Orban rolled up in one.",Election
dailykos,Election,4723,dailykos,"Did you know that Kentucky State Democrats could not stop a man who backed Vladimir Putin’s invasion of Ukraine from getting the primary nod to run in the 6th Congressional District? I admit that I didn’t pay attention because I was busy looking at races outside of Kentucky. I have a cynical view of my fellow Kentuckians for a myriad of reasons, but I want to introduce you to Geoff Young the Democratic Party’s nominee to KY-6th in 2022. And what it says about this man who got the nomination should tell you how moribund the Kentucky State Democratic Party is.

Perennial political candidate Geoff Young is the Democratic nominee for Kentucky’s 6th Congressional district, but the state party and top elected official, Gov. Andy Beshear, say they won’t support him. He’ll face Republican incumbent Rep. Andy Barr during this year’s General Election in November. Young is a retired state engineer and has battled with the Kentucky Democratic Party for years, accusing the organization of rigging primary elections against him. He’s filed several lawsuits against the party and top Democratic figures, none of which advanced very far in the courts system. Recently, he made controversial statements supporting the Russian invasion of Ukraine. Young posted a conversation on his campaign website in which he says the Ukrainian Army is dominated by Nazis, repeating propaganda Russian President Vladimir Putin has used to justify the country’s invasion. He defended the statement during an interview on Thursday. “My motto from now until November is, unlike Andy Barr, I will never vote to send weapons to Nazis. That should be a very popular position in America,” Young said.

This guy has run for office for the LAST TEN YEARS, and he finally got “lucky” and beat out a high school teacher by 1,000 votes. Once upon a time, Democrats tried to find some candidates to flip the 6th District. Amy McGrath was the great white hope back in 2018.

But it appears that after Republican redistricting and removing a Democratic city from the 6th that Kentucky Democrats decided not to support anyone in the primary.

So we got a guy who thinks that there are NAZIS in Ukraine and vowed to cut off aid to the Ukrainians. And the state Democrats know who Young is because he has camped outside Democratic Headquarters in Frankfort and screamed at Governor Andy Beshear and his son, “one of the criminals has arrived.” And he’s also filed a number of frivolous lawsuits against the Democratic Party because he thinks they have denied him his chance to run for office.

The animosity between Young and the Democratic Party is so bad that Governor Beshear and the other Democrats said, “No WAY do we support this guy!” And that was just the beginning. From what I have seen of Beshear, he rarely makes anything personal. However, when Beshear said that Young needs help and this run wasn’t going to help him any, Young took this as Beshear saying he was “mentally ill.”

With such a winner, you can see why Republican Congressman Andy Barr was reelected. Again. And again.

As a reminder to those outside of Kentucky, Democrats only control the governorship and have one congressional district. And that’s it. Republicans control the legislature and all the other major statewide offices.

I bring this story to anyone who takes the time to read it to point out that many in Kentucky say that Democrats are doomed because Kentucky is a conservative state. Despite my cynicism, I think that is a cop out. Kentucky was dominated by Democrats, and it was only a a good day with the stars and planets in alignment that you had moderate Democrats in charge. The kind phrase for this type of political tilt was “center right” to describe Kentucky Democrats.

In other words, lots of conservative Democrats ran the state government and dominated the federal offices.

The problem is that Kentucky Democrats let the party organizations and GOTV efforts die. And the head of the Kentucky Democrats was just a guy who showed up to collect a paycheck and do nothing else. Once upon a millenia ago, being a precinct captain meant you might have gotten some pay, or it was a good way to start to work your way up in the party structure. Now, those offices are empty of people, at least when it comes to Kentucky Democrats.

So the moral of this story is that it really is the tale of 1) the good old boys who ran a political party apparatus into the ground and 2) proving Howard Dean correct in that to win you have to at least SHOW UP.",Election
dailykos,Immigration,4642,dailykos,"Donald Trump made a lot of promises to his horde of followers, the biggest one being that Mexico would pay for the wall he intended to build along the southern border. His promise to build the wall catapulted him to the presidency, and his supporters eagerly anticipated the contruction of the big “beautiful” border wall, bought and paid for by Mexico! But since Donald Trump is an unmitigated failure and charlatan, his dream never came to fruition, disillusioning some of his diehard fans and followers.

Joe Biden has been the president for nearly two years. He has used this time to overturn hundreds of the cruel and venal policies signed into existence by the disgraced ex-president. He has also proved himself adept at delivering on promises that Donald Trump was unable to fulfill. An appropriate example is the bipartisan infrastructure bill, which was signed into law near the end of 2021. The often repeated infrastructure week was brought into existence by Joe Biden and a democratic congress. The bill was a great accomplishment by Biden, and signified an implicit rebuke of Donald Trump, the abject failure of a man. I could imagine Donald Trump stewing in one of his palatial estates.

In regards to security at the southern border, President Joe Biden and Andrés Manuel López Obrador, the president of Mexico, coalesced around a plan for increased border security. And you know what? Mexico has committed to paying 1.5 billion dollars for border infrastructure, the type of commitment Donald Trump was unable to exact from the Mexican president. Has someone shared this information with Trump? I do hope so. Because once again, Biden was able to was able to do something that Trump couldn’t do. Because unlike Trump, who is all bluster, Biden is a man of action who delivers on policy.

Biden also kept his promise to appoint a black women to the Supreme Court. His presidency has been historic in more ways than one.",Immigration
dailykos,Immigration,4730,dailykos,"In her moving debut novel, Wandering Souls, Cecile Pin tells the story of a Vietnamese family desperate to leave their 1970s war torn country. The story opens with the family’s three older children becoming “boat people” in route to Hong Kong where they await the arrival of their parents and four younger siblings who don’t make it. The story follows the three survivors as their physical and emotional ordeal unfolds over decades. It’s a poignant portrait of what refugees and asylum seekers face, putting a much-needed human face on the experience of others.

But it is only one story. There are multitudes more. They are heartrending tales of traveling through deserts, facing thirst and hunger, suffering physical and sexual abuse, surviving family separation. And a growing number of people, young and old, strong and weak, all seeking safety, keep coming in waves in search of human rights, work, and dignity.

According to the Council on Foreign Relations (CFR), “record numbers of migrants [from just Central America] risked their lives in 2022 to cross the treacherous, remote jungle region bridging Central and South America.” More than 151,000 migrants came to the U.S. in less than a year from countries around the world. Others died trying to get here.

It will only get worse given civil war, political instability, increasing violence, economic crises, and global warming. Currently CFR reports that about two million cases are backlogged in U.S. immigration courts. That number will grow while those already in the system wait years to have their cases heard.

Sadly, the legal and judicial systems make things harder for refugees and asylum seekers by establishing obstructive, unnecessary, bureaucratic barriers that would be challenging for anyone, especially for those who don’t speak English.

“The U.S. imposes innumerable walls on people seeking safety,” says Kate Paarlberg Kvam, executive director of the Community Asylum Seekers Project (CASP) in Brattleboro, Vermont. “Non-citizens in immigration court have no established right to counsel. The government can eject asylum seekers from the country, and they have no right to a lawyer. When people seek asylum here, they are blocked from obtaining work authorization for an arbitrary period of months, or longer. When they do get work, they are frequently exploited.”

CASP, a pioneering organization recognized for its work in supporting immigrants, offers a wide range of services to asylum seekers through a network of volunteers and community partners. It provides lawyers, assists in securing work permits, and helps people survive until they can work, all while advocating for better policy at state and federal levels. Paarlberg Kvam feels lucky to work alongside people seeking asylum. “Their resilience, their refusal to be beaten, and the hospitality and solidarity they show to one another is a window into a better way to live. Asylum seekers don’t need people like me to teach them how to build a new life – they just need us to remove the pointless barriers that are in their way.”

In her book A is for Asylum Seeker, Rachel Ida Bluff recounts some of what one volunteer witnessed at the southern U.S border. “I have mental images of that wet, chilly day: the teen couple who consider whether to get married as we shelter under the highway bridge, in the hope it would allow them to better keep track of each other; the two-year old in the big, donated white puffy coat who eventually takes a nap in her mother’s arms; the young woman who dials a friend on my cell phone as she walks toward the bus with barred windows that will take her across the border, frantically leaving message in Creole.”

Anyone of these innocent people could have experienced months, even years, in mostly for-profit detention camps or holding facilities without access to lawyers, advocates, or sponsors. They will have been held in cold, crowded cells, given poor food, dangerously inadequate health care, limited hand-me-down clothes and hygiene products, and little emotional support. Who among us could survive that intact?

Sadly, much of immigration policy in the U.S. is driven by economic motives, fear, false assumptions, and stereotyping, all of which add to the trauma of those who have braved escape from inhumane conditions and economic strife. Rightwing politicians have been quick to ascribe the stigma of criminality to people who have suffered in unimaginable ways, resulting in unspeakable acts of violence. That’s why we need to put a human face on immigrants, refugees, and asylum seekers, who contribute much to our country and communities, practically and culturally.

I am the progeny of asylum seekers. My grandparents and parents came to North America in the early 20th century to escape pogroms against Jews in Ukraine. Some came through Ellis Island, where they suffered indignities, but most were immigrants with family sponsors, so they didn’t experience what current asylum seekers do. Still, growing up, I witnessed the emotional and practical impact that experience had on them. It’s part of a legacy that shaped my life. But, outside of anti-Semitic experiences, I cannot imagine the toll taken on others who of necessity continue to seek shelter and welcome in another country, whatever the motivating forces.

We would be wise to remember that except for Native Americans, we are all immigrants in this country. Our ancestors are among the “wandering souls” that inhabited the place we call home. Can we offer kindness and compassion to those who follow us, at least by looking into their eyes and seeing the pain they reflect?",Immigration
dailykos,Immigration,4590,dailykos,"Vladimir Putin may be a lot of things but one thing that is entirely true is that he is reacting just as some pretty smart diplomats predicted more than 20 years ago.

To set the table for this piece, it’s important to remember a few things about Russia:

First, it is a fiercely proud nation. It’s standing among nations, particularly the West, is vitally important to the Russian character. This attitude has been prevalent since the days of the tsars. It is good to remember that as ham-fisted as Russia’s actions at home and abroad can be, it is still the country which has given is incredible cultural contributions, from Tolstoy to Tchaikovsky and Rachmaninoff to Kandinsky and Nijinsky. The list is endless. Yet, it has been—arguably—relatively isolated for centuries.

Second, Russia has been invaded twice in modern times—once by Napoleon and once by Hitler—with absolutely catastrophic consequences for the Russian people, not to mention the invaders.

Third, the soil of central and eastern Europe have absorbed more blood from war than any other part of that continent. Shifting borders from the 16th century onward, among European tribes, nations, and religions have been a regular occurrence in the part of the world.

George Kennan, once described as the smartest modern diplomat we’ve ever had, and the main architect of the 40-year Soviet containment policy during the Truman administration, knew something about Russia.

Kennan knew that every Russian leader understood that Russia’s “neurotic” view of the West was also fed by a series of autocrats who needed conflict as a justification for their rule, the most important of whom was Josef Stalin. As it relates to the present invasion of Ukraine, Kennan’s policy of containment, which was official policy of the Western nations from the 1950’s to the final collapse of the USSR in the 1990’s seems to have been manifestly successful.

In 1997 Kennan, at the age of 93, published and opinion piece in the New York Times advocating for admitting or extending an invitation to former Soviet clients to join NATO. NATO members were keen to bring the Baltic states, Poland and Romania as well as others into the alliance.

NATO had even floated the possibility of Russia itself joining NATO (which went nowhere fast!). Kennan pointed out that here was a newly minted “democratic” Russia, emerging from 70 years of totalitarianism, unsure of itself, it total disarray economically and militarily, its gutted army having just backed out of Afghanistan, its fleet devastated and tied up in port. And now comes NATO, Russia’s archenemy since the end of the WWII, offering membership to countries no longer in its orbit, sharing a border with Mother Russia. The former satellites, themselves afraid of being overrun by the Russian bear once again, quickly jumped on the NATO bus.

In the midst of all this change, along comes Putin, an ex-KGB spook, who saw the dissolution the Soviet empire as an absolute catastrophe and who, thanks for Boris Yeltsin, found himself holding the keys to the Russian kingdom, Over the last 20 years has snuffed out the light of liberty in exchange for the reestablishment of the kind of absolute order he can personally control. And he sees NATO on his front doorstep; and worse, the possibility of a Ukraine NATO member just a few hundred miles from Moscow. Finally, Putin now has his pretext for reacquiring the former client—now members of NATO— states. NATO, he tells his people, is bent on destroying Mother Russia.

Will he move further west? Hard to tell. What is certain, though, is that Putin has taken a huge bite of the apple with Ukraine. Whether he can swallow it is yet to be decided. The same fears now are the same fears of yesteryear among Russia and her leaders. Once again, Putin, ever fearful of western encroachment and more importantly fearing a threat to his rule, has thrown down the gauntlet.",Immigration
dailykos,Immigration,4674,dailykos,"The original interview I did with The Guardian Australia generated a lot of interest on here so I thought people might be keen to read what CBP have said about one of their staff asking me if I’d had recent abortion.

CBP told The Daily Beast they ask all travellers in their custody a series of health questions, including pregnancy-related questions for females being held in airport detention. CBP said the immigration officer asked me—the female traveller en route to Canada—if I ‘suffered a pregnancy loss’ (the officer didn’t say that).

Now, the agency is denying her claim and insisting the officer asked only if she had suffered a pregnancy loss—which it says is standard procedure for any woman being detained at a border crossing. “CBP denies any wrongdoing,” an agency spokesperson told The Daily Beast. “The officer acted with integrity, respect, professionalism and in accordance with U.S. laws and regulations.”

Now they’re telling the Daily Mail: 'We don't use the word abortion ever. We say termination of pregnancy’. They definitely didn’t ask about ‘termination of pregnancy’ either. The officer said abortion. ‘Have you had recently had/had a recent abortion?’

Jaime Ruiz, public affairs for the US Customs and Border Protection/US Department of Homeland Security sent DailyMail.com a lengthy statement that includes their policies and denied the claims made by Gourley. 'We don't use the word abortion ever. We say termination of pregnancy. You can go back to the policy act it never mentions the word abortion,' Ruiz said. He continued, saying, 'the story has been taken out of context' and that the incident had 'nothing to do with politics or anything. Nothing to do with abortion today. It is totally unrelated. The abortion word was never used.'

Isn’t an abortion the same as ‘termination of pregnancy’? What do you guys think?

And has it been taken out of context? I didn’t say there was a political motive behind it—I just thought it was odd they asked me these questions given I was being held on suspicion of working illegally in the USA (despite being on my way to Canada when this all happened).",Immigration
dailykos,Immigration,4583,dailykos,"I read the Colorado Springs Independent every week — free newspaper with an investigative reporting group that has oversized skills set (llok up the national journalism awards for their staff — impressive). This week they had a really important article here titled:

Charis College is a compound created by Andrew Wommack Ministries — some of you may heard of this one. It is a college that:

here is an emphasis at the college in training students to become political leaders, and the college teaches a version of Young Earth creationism, which is based on a literal interpretation of Genesis, and holds that Earth and all life on it were created in their current forms by the God of Abraham somewhere around 6,000 to 10,000 years ago.

This has caused a little concern since Wommack has publicly:

said last April “as many people as we have in this school here, we ought to take over Woodland Park,” it did more than raise a few eyebrows — particularly when he elaborated, saying “this county ought to be totally dominated by believers,” and, “We have enough people here in this school we could elect anybody we want.”

The article is a through look at the confluence of religion and politics in small town America where a national ministry can, in essence, coopt a town.

Woodland Park — the home of Charis — is about 19 miles downtown to downtown — probably closer to 10 miles border to border. El Paso County — home to both Colorado Springs and Woodland Park — is one of the epicenters of evangelical business, broadcasting, and politics.

read the Indy — free on line — and support them if you can. They do great work. This is an important story in the changing American political landscape.",Immigration
